name,value,date
Guizhou,146,2020/3/6
Guizhou,146,2020/3/7
Guizhou,146,2020/3/8
Guizhou,146,2020/3/9
Guizhou,146,2020/3/10
Guizhou,146,2020/3/11
Guizhou,146,2020/3/12
Guizhou,146,2020/3/13
Guizhou,146,2020/3/14
Guizhou,146,2020/3/15
Guizhou,146,2020/3/16
Guizhou,147,2020/3/17
Guizhou,146,2020/3/18
Guizhou,146,2020/3/19
Guizhou,146,2020/3/20
Guizhou,146,2020/3/21
Guizhou,146,2020/3/22
Guizhou,146,2020/3/23
Guizhou,146,2020/3/24
Guizhou,146,2020/3/25
Guizhou,146,2020/3/26
Guizhou,146,2020/3/27
Guizhou,146,2020/3/28
Guizhou,146,2020/3/29
Guizhou,146,2020/3/30
Guizhou,146,2020/3/31
Guizhou,146,2020/4/1
Guizhou,146,2020/4/2
Guizhou,146,2020/4/3
Guizhou,146,2020/4/4
Guizhou,146,2020/4/5
Guizhou,146,2020/4/6
Guizhou,146,2020/4/7
Guizhou,146,2020/4/8
Guizhou,146,2020/4/9
Guizhou,146,2020/4/10
Guizhou,146,2020/4/11
Guizhou,146,2020/4/12
Guizhou,146,2020/4/13
Guizhou,146,2020/4/14
Guizhou,146,2020/4/15
Guizhou,146,2020/4/16
Guizhou,146,2020/4/17
Guizhou,146,2020/4/18
Guizhou,147,2020/4/19
Guizhou,147,2020/4/20
Guizhou,147,2020/4/21
Hainan,4,2020/1/22
Hainan,5,2020/1/23
Hainan,8,2020/1/24
Hainan,19,2020/1/25
Hainan,22,2020/1/26
Hainan,33,2020/1/27
Hainan,40,2020/1/28
Hainan,43,2020/1/29
Hainan,46,2020/1/30
Hainan,52,2020/1/31
Hainan,62,2020/2/1
Hainan,64,2020/2/2
Hainan,72,2020/2/3
Hainan,80,2020/2/4
Hainan,99,2020/2/5
Hainan,106,2020/2/6
Hainan,117,2020/2/7
Hainan,124,2020/2/8
Hainan,131,2020/2/9
Hainan,138,2020/2/10
Hainan,144,2020/2/11
Hainan,157,2020/2/12
Hainan,157,2020/2/13
Hainan,159,2020/2/14
Hainan,162,2020/2/15
Hainan,162,2020/2/16
Hainan,163,2020/2/17
Hainan,163,2020/2/18
Hainan,168,2020/2/19
Hainan,168,2020/2/20
Hainan,168,2020/2/21
Hainan,168,2020/2/22
Hainan,168,2020/2/23
Hainan,168,2020/2/24
Hainan,168,2020/2/25
Hainan,168,2020/2/26
Hainan,168,2020/2/27
Hainan,168,2020/2/28
Hainan,168,2020/2/29
Hainan,168,2020/3/1
Hainan,168,2020/3/2
Hainan,168,2020/3/3
Hainan,168,2020/3/4
Hainan,168,2020/3/5
Hainan,168,2020/3/6
Hainan,168,2020/3/7
Hainan,168,2020/3/8
Hainan,168,2020/3/9
Hainan,168,2020/3/10
Hainan,168,2020/3/11
Hainan,168,2020/3/12
Hainan,168,2020/3/13
Hainan,168,2020/3/14
Hainan,168,2020/3/15
Hainan,168,2020/3/16
Hainan,168,2020/3/17
Hainan,168,2020/3/18
Hainan,168,2020/3/19
Hainan,168,2020/3/20
Hainan,168,2020/3/21
Hainan,168,2020/3/22
Hainan,168,2020/3/23
Hainan,168,2020/3/24
Hainan,168,2020/3/25
Hainan,168,2020/3/26
Hainan,168,2020/3/27
Hainan,168,2020/3/28
Hainan,168,2020/3/29
Hainan,168,2020/3/30
Hainan,168,2020/3/31
Hainan,168,2020/4/1
Hainan,168,2020/4/2
Hainan,168,2020/4/3
Hainan,168,2020/4/4
Hainan,168,2020/4/5
Hainan,168,2020/4/6
Hainan,168,2020/4/7
Hainan,168,2020/4/8
Hainan,168,2020/4/9
Hainan,168,2020/4/10
Hainan,168,2020/4/11
Hainan,168,2020/4/12
Hainan,168,2020/4/13
Hainan,168,2020/4/14
Hainan,168,2020/4/15
Hainan,168,2020/4/16
Hainan,168,2020/4/17
Hainan,168,2020/4/18
Hainan,168,2020/4/19
Hainan,168,2020/4/20
Hainan,168,2020/4/21
Hebei,1,2020/1/22
Hebei,1,2020/1/23
Hebei,2,2020/1/24
Hebei,8,2020/1/25
Hebei,13,2020/1/26
Hebei,18,2020/1/27
Hebei,33,2020/1/28
Hebei,48,2020/1/29
Hebei,65,2020/1/30
Hebei,82,2020/1/31
Hebei,96,2020/2/1
Hebei,104,2020/2/2
Hebei,113,2020/2/3
Hebei,126,2020/2/4
Hebei,135,2020/2/5
Hebei,157,2020/2/6
Hebei,172,2020/2/7
Hebei,195,2020/2/8
Hebei,206,2020/2/9
Hebei,218,2020/2/10
Hebei,239,2020/2/11
Hebei,251,2020/2/12
Hebei,265,2020/2/13
Hebei,283,2020/2/14
Hebei,291,2020/2/15
Hebei,300,2020/2/16
Hebei,301,2020/2/17
Hebei,306,2020/2/18
Hebei,306,2020/2/19
Hebei,307,2020/2/20
Hebei,308,2020/2/21
Hebei,309,2020/2/22
Hebei,311,2020/2/23
Hebei,311,2020/2/24
Hebei,311,2020/2/25
Hebei,312,2020/2/26
Hebei,317,2020/2/27
Hebei,318,2020/2/28
Hebei,318,2020/2/29
Hebei,318,2020/3/1
Hebei,318,2020/3/2
Hebei,318,2020/3/3
Hebei,318,2020/3/4
Hebei,318,2020/3/5
Hebei,318,2020/3/6
Hebei,318,2020/3/7
Hebei,318,2020/3/8
Hebei,318,2020/3/9
Hebei,318,2020/3/10
Hebei,318,2020/3/11
Hebei,318,2020/3/12
Hebei,318,2020/3/13
Hebei,318,2020/3/14
Hebei,318,2020/3/15
Hebei,318,2020/3/16
Hebei,318,2020/3/17
Hebei,318,2020/3/18
Hebei,318,2020/3/19
Hebei,318,2020/3/20
Hebei,318,2020/3/21
Hebei,319,2020/3/22
Hebei,319,2020/3/23
Hebei,319,2020/3/24
Hebei,319,2020/3/25
Hebei,319,2020/3/26
Hebei,319,2020/3/27
Hebei,319,2020/3/28
Hebei,319,2020/3/29
Hebei,321,2020/3/30
Hebei,321,2020/3/31
Hebei,323,2020/4/1
Hebei,325,2020/4/2
Hebei,326,2020/4/3
Hebei,326,2020/4/4
Hebei,327,2020/4/5
Hebei,327,2020/4/6
Hebei,327,2020/4/7
Hebei,327,2020/4/8
Hebei,327,2020/4/9
Hebei,327,2020/4/10
Hebei,327,2020/4/11
Hebei,327,2020/4/12
Hebei,327,2020/4/13
Hebei,327,2020/4/14
Hebei,327,2020/4/15
Hebei,328,2020/4/16
Hebei,328,2020/4/17
Hebei,328,2020/4/18
Hebei,328,2020/4/19
Hebei,328,2020/4/20
Hebei,328,2020/4/21
Heilongjiang,0,2020/1/22
Heilongjiang,2,2020/1/23
Heilongjiang,4,2020/1/24
Heilongjiang,9,2020/1/25
Heilongjiang,15,2020/1/26
Heilongjiang,21,2020/1/27
Heilongjiang,33,2020/1/28
Heilongjiang,38,2020/1/29
Heilongjiang,44,2020/1/30
Heilongjiang,59,2020/1/31
Heilongjiang,80,2020/2/1
Heilongjiang,95,2020/2/2
Heilongjiang,121,2020/2/3
Heilongjiang,155,2020/2/4
Heilongjiang,190,2020/2/5
Heilongjiang,227,2020/2/6
Heilongjiang,277,2020/2/7
Heilongjiang,295,2020/2/8
Heilongjiang,307,2020/2/9
Heilongjiang,331,2020/2/10
Heilongjiang,360,2020/2/11
Heilongjiang,378,2020/2/12
Heilongjiang,395,2020/2/13
Heilongjiang,419,2020/2/14
Heilongjiang,425,2020/2/15
Heilongjiang,445,2020/2/16
Heilongjiang,457,2020/2/17
Heilongjiang,464,2020/2/18
Heilongjiang,470,2020/2/19
Heilongjiang,476,2020/2/20
Heilongjiang,479,2020/2/21
Heilongjiang,479,2020/2/22
Heilongjiang,480,2020/2/23
Heilongjiang,480,2020/2/24
Heilongjiang,480,2020/2/25
Heilongjiang,480,2020/2/26
Heilongjiang,480,2020/2/27
Heilongjiang,480,2020/2/28
Heilongjiang,480,2020/2/29
Heilongjiang,480,2020/3/1
Heilongjiang,480,2020/3/2
Heilongjiang,480,2020/3/3
