name,value,date
Jiangxi,623,2020/2/18
Jilin,53,2020/2/18
Liaoning,68,2020/2/18
Macau,5,2020/2/18
Ningxia,28,2020/2/18
Qinghai,3,2020/2/18
Shaanxi,151,2020/2/18
Shandong,332,2020/2/18
Shanghai,156,2020/2/18
Shanxi,70,2020/2/18
Sichuan,339,2020/2/18
Tianjin,80,2020/2/18
Tibet,0,2020/2/18
Xinjiang,64,2020/2/18
Yunnan,115,2020/2/18
Zhejiang,637,2020/2/18
Taiwan,20,2020/2/18
AnHui,573,2020/2/19
BeiJing,248,2020/2/19
Chongqing,286,2020/2/19
Fujian,181,2020/2/19
Gansu,26,2020/2/19
Guangdong,725,2020/2/19
Guangxi,158,2020/2/19
Guizhou,76,2020/2/19
Hainan,84,2020/2/19
Hebei,154,2020/2/19
Heilongjiang,350,2020/2/19
Henan,689,2020/2/19
Hong Kong,58,2020/2/19
Hubei,51694,2020/2/19
Hunan,447,2020/2/19
Inner Mongolia,65,2020/2/19
Jiangsu,313,2020/2/19
Jiangxi,572,2020/2/19
Jilin,53,2020/2/19
Liaoning,66,2020/2/19
Macau,5,2020/2/19
Ningxia,29,2020/2/19
Qinghai,2,2020/2/19
Shaanxi,140,2020/2/19
Shandong,313,2020/2/19
Shanghai,147,2020/2/19
Shanxi,63,2020/2/19
Sichuan,326,2020/2/19
Tianjin,76,2020/2/19
Tibet,0,2020/2/19
Xinjiang,56,2020/2/19
Yunnan,112,2020/2/19
Zhejiang,570,2020/2/19
Taiwan,21,2020/2/19
AnHui,513,2020/2/20
BeiJing,242,2020/2/20
Chongqing,268,2020/2/20
Fujian,167,2020/2/20
Gansu,20,2020/2/20
Guangdong,690,2020/2/20
Guangxi,155,2020/2/20
Guizhou,74,2020/2/20
Hainan,82,2020/2/20
Hebei,138,2020/2/20
Heilongjiang,340,2020/2/20
Henan,628,2020/2/20
Hong Kong,62,2020/2/20
Hubei,50654,2020/2/20
Hunan,376,2020/2/20
Inner Mongolia,59,2020/2/20
Jiangsu,275,2020/2/20
Jiangxi,501,2020/2/20
Jilin,48,2020/2/20
Liaoning,62,2020/2/20
Macau,4,2020/2/20
Ningxia,27,2020/2/20
Qinghai,2,2020/2/20
Shaanxi,127,2020/2/20
Shandong,292,2020/2/20
Shanghai,135,2020/2/20
Shanxi,56,2020/2/20
Sichuan,303,2020/2/20
Tianjin,72,2020/2/20
Tibet,0,2020/2/20
Xinjiang,54,2020/2/20
Yunnan,95,2020/2/20
Zhejiang,542,2020/2/20
Taiwan,22,2020/2/20
AnHui,449,2020/2/21
BeiJing,227,2020/2/21
Chongqing,256,2020/2/21
Fujian,144,2020/2/21
Gansu,15,2020/2/21
Guangdong,643,2020/2/21
Guangxi,149,2020/2/21
Guizhou,69,2020/2/21
Hainan,73,2020/2/21
Hebei,124,2020/2/21
Heilongjiang,304,2020/2/21
Henan,531,2020/2/21
Hong Kong,63,2020/2/21
Hubei,50781,2020/2/21
Hunan,350,2020/2/21
Inner Mongolia,58,2020/2/21
Jiangsu,258,2020/2/21
Jiangxi,445,2020/2/21
Jilin,46,2020/2/21
Liaoning,60,2020/2/21
Macau,4,2020/2/21
Ningxia,23,2020/2/21
Qinghai,0,2020/2/21
Shaanxi,111,2020/2/21
Shandong,468,2020/2/21
Shanghai,123,2020/2/21
Shanxi,54,2020/2/21
Sichuan,294,2020/2/21
Tianjin,70,2020/2/21
Tibet,0,2020/2/21
Xinjiang,52,2020/2/21
Yunnan,78,2020/2/21
Zhejiang,524,2020/2/21
Taiwan,24,2020/2/21
AnHui,392,2020/2/22
BeiJing,221,2020/2/22
Chongqing,245,2020/2/22
Fujian,131,2020/2/22
Gansu,15,2020/2/22
Guangdong,611,2020/2/22
Guangxi,145,2020/2/22
Guizhou,56,2020/2/22
Hainan,64,2020/2/22
Hebei,106,2020/2/22
Heilongjiang,275,2020/2/22
Henan,440,2020/2/22
Hong Kong,63,2020/2/22
Hubei,48785,2020/2/22
Hunan,321,2020/2/22
Inner Mongolia,49,2020/2/22
Jiangsu,230,2020/2/22
Jiangxi,379,2020/2/22
Jilin,39,2020/2/22
Liaoning,55,2020/2/22
Macau,4,2020/2/22
Ningxia,23,2020/2/22
Qinghai,0,2020/2/22
Shaanxi,96,2020/2/22
Shandong,448,2020/2/22
Shanghai,108,2020/2/22
Shanxi,51,2020/2/22
Sichuan,276,2020/2/22
Tianjin,70,2020/2/22
Tibet,0,2020/2/22
Xinjiang,51,2020/2/22
Yunnan,67,2020/2/22
Zhejiang,486,2020/2/22
Taiwan,24,2020/2/22
AnHui,352,2020/2/23
BeiJing,210,2020/2/23
Chongqing,240,2020/2/23
Fujian,123,2020/2/23
Gansu,13,2020/2/23
Guangdong,587,2020/2/23
Guangxi,143,2020/2/23
Guizhou,44,2020/2/23
Hainan,62,2020/2/23
Hebei,92,2020/2/23
Heilongjiang,258,2020/2/23
Henan,403,2020/2/23
Hong Kong,63,2020/2/23
Hubei,48741,2020/2/23
Hunan,302,2020/2/23
Inner Mongolia,48,2020/2/23
Jiangsu,213,2020/2/23
Jiangxi,321,2020/2/23
Jilin,37,2020/2/23
Liaoning,48,2020/2/23
Macau,4,2020/2/23
Ningxia,15,2020/2/23
Qinghai,0,2020/2/23
Shaanxi,82,2020/2/23
Shandong,433,2020/2/23
Shanghai,86,2020/2/23
Shanxi,44,2020/2/23
Sichuan,265,2020/2/23
Tianjin,54,2020/2/23
Tibet,0,2020/2/23
Xinjiang,48,2020/2/23
Yunnan,59,2020/2/23
Zhejiang,445,2020/2/23
Taiwan,26,2020/2/23
AnHui,326,2020/2/24
BeiJing,201,2020/2/24
Chongqing,227,2020/2/24
Fujian,110,2020/2/24
Gansu,11,2020/2/24
Guangdong,559,2020/2/24
Guangxi,139,2020/2/24
Guizhou,44,2020/2/24
Hainan,52,2020/2/24
Hebei,77,2020/2/24
Heilongjiang,253,2020/2/24
Henan,328,2020/2/24
Hong Kong,60,2020/2/24
Hubei,47539,2020/2/24
Hunan,285,2020/2/24
Inner Mongolia,41,2020/2/24
Jiangsu,179,2020/2/24
Jiangxi,289,2020/2/24
Jilin,33,2020/2/24
Liaoning,41,2020/2/24
Macau,4,2020/2/24
Ningxia,13,2020/2/24
Qinghai,0,2020/2/24
Shaanxi,72,2020/2/24
Shandong,412,2020/2/24
Shanghai,74,2020/2/24
Shanxi,39,2020/2/24
Sichuan,251,2020/2/24
Tianjin,48,2020/2/24
Tibet,0,2020/2/24
Xinjiang,46,2020/2/24
Yunnan,50,2020/2/24
Zhejiang,423,2020/2/24
Taiwan,25,2020/2/24
AnHui,277,2020/2/25
BeiJing,185,2020/2/25
Chongqing,204,2020/2/25
Fujian,95,2020/2/25
Gansu,11,2020/2/25
Guangdong,525,2020/2/25
Guangxi,118,2020/2/25
Guizhou,42,2020/2/25
Hainan,44,2020/2/25
Hebei,63,2020/2/25
Heilongjiang,237,2020/2/25
Henan,269,2020/2/25
Hong Kong,65,2020/2/25
Hubei,45815,2020/2/25
Hunan,248,2020/2/25
Inner Mongolia,40,2020/2/25
Jiangsu,173,2020/2/25
Jiangxi,251,2020/2/25
Jilin,30,2020/2/25
Liaoning,38,2020/2/25
Macau,3,2020/2/25
Ningxia,10,2020/2/25
Qinghai,0,2020/2/25
Shaanxi,59,2020/2/25
Shandong,401,2020/2/25
Shanghai,68,2020/2/25
Shanxi,35,2020/2/25
Sichuan,240,2020/2/25
Tianjin,44,2020/2/25
Tibet,0,2020/2/25
Xinjiang,46,2020/2/25
Yunnan,45,2020/2/25
Zhejiang,397,2020/2/25
Taiwan,26,2020/2/25
AnHui,245,2020/2/26
BeiJing,165,2020/2/26
Chongqing,192,2020/2/26
Fujian,76,2020/2/26
Gansu,10,2020/2/26
Guangdong,496,2020/2/26
Guangxi,105,2020/2/26
Guizhou,42,2020/2/26
Hainan,39,2020/2/26
Hebei,51,2020/2/26
Heilongjiang,231,2020/2/26
Henan,238,2020/2/26
Hong Kong,67,2020/2/26
Hubei,44218,2020/2/26
Hunan,233,2020/2/26
Inner Mongolia,37,2020/2/26
Jiangsu,153,2020/2/26
Jiangxi,215,2020/2/26
Jilin,28,2020/2/26
Liaoning,33,2020/2/26
Macau,3,2020/2/26
Ningxia,6,2020/2/26
Qinghai,0,2020/2/26
Shaanxi,53,2020/2/26
Shandong,379,2020/2/26
Shanghai,65,2020/2/26
Shanxi,29,2020/2/26
Sichuan,224,2020/2/26
Tianjin,39,2020/2/26
Tibet,0,2020/2/26
Xinjiang,42,2020/2/26
Yunnan,30,2020/2/26
Zhejiang,338,2020/2/26
Taiwan,27,2020/2/26
AnHui,197,2020/2/27
BeiJing,162,2020/2/27
Chongqing,175,2020/2/27
Fujian,68,2020/2/27
Gansu,10,2020/2/27
Guangdong,457,2020/2/27
Guangxi,91,2020/2/27
Guizhou,34,2020/2/27
Hainan,37,2020/2/27
Hebei,43,2020/2/27
Heilongjiang,210,2020/2/27
Henan,204,2020/2/27
Hong Kong,68,2020/2/27
Hubei,42213,2020/2/27
Hunan,213,2020/2/27
Inner Mongolia,32,2020/2/27
Jiangsu,133,2020/2/27
Jiangxi,180,2020/2/27
Jilin,26,2020/2/27
Liaoning,28,2020/2/27
Macau,2,2020/2/27
Ningxia,4,2020/2/27
Qinghai,0,2020/2/27
Shaanxi,50,2020/2/27
Shandong,369,2020/2/27
Shanghai,61,2020/2/27
Shanxi,26,2020/2/27
Sichuan,213,2020/2/27
Tianjin,34,2020/2/27
Tibet,0,2020/2/27
Xinjiang,33,2020/2/27
Yunnan,24,2020/2/27
Zhejiang,273,2020/2/27
Taiwan,27,2020/2/27
AnHui,169,2020/2/28
BeiJing,153,2020/2/28
Chongqing,154,2020/2/28
Fujian,61,2020/2/28
Gansu,9,2020/2/28
Guangdong,413,2020/2/28
Guangxi,84,2020/2/28
Guizhou,34,2020/2/28
Hainan,35,2020/2/28
Hebei,41,2020/2/28
Heilongjiang,197,2020/2/28
Henan,160,2020/2/28
Hong Kong,64,2020/2/28
Hubei,39511,2020/2/28
Hunan,187,2020/2/28
Inner Mongolia,30,2020/2/28
Jiangsu,116,2020/2/28
Jiangxi,145,2020/2/28
Jilin,20,2020/2/28
Liaoning,28,2020/2/28
Macau,2,2020/2/28
Ningxia,4,2020/2/28
Qinghai,0,2020/2/28
Shaanxi,46,2020/2/28
Shandong,351,2020/2/28
Shanghai,58,2020/2/28
Shanxi,21,2020/2/28
Sichuan,200,2020/2/28
Tianjin,34,2020/2/28
Tibet,0,2020/2/28
Xinjiang,24,2020/2/28
Yunnan,18,2020/2/28
Zhejiang,230,2020/2/28
Taiwan,28,2020/2/28
AnHui,122,2020/2/29
BeiJing,140,2020/2/29
Chongqing,138,2020/2/29
Fujian,53,2020/2/29
Gansu,9,2020/2/29
Guangdong,366,2020/2/29
Guangxi,76,2020/2/29
Guizhou,34,2020/2/29
Hainan,20,2020/2/29
Hebei,36,2020/2/29
Heilongjiang,179,2020/2/29
Henan,102,2020/2/29
Hong Kong,62,2020/2/29
Hubei,37344,2020/2/29
Hunan,172,2020/2/29
Inner Mongolia,26,2020/2/29
Jiangsu,108,2020/2/29
Jiangxi,124,2020/2/29
Jilin,18,2020/2/29
Liaoning,25,2020/2/29
Macau,2,2020/2/29
Ningxia,4,2020/2/29
Qinghai,0,2020/2/29
Shaanxi,38,2020/2/29
Shandong,335,2020/2/29
Shanghai,50,2020/2/29
Shanxi,19,2020/2/29
Sichuan,187,2020/2/29
Tianjin,27,2020/2/29
Tibet,0,2020/2/29
Xinjiang,14,2020/2/29
Yunnan,17,2020/2/29
Zhejiang,189,2020/2/29
Taiwan,30,2020/2/29
AnHui,117,2020/3/1
BeiJing,137,2020/3/1
Chongqing,126,2020/3/1
Fujian,49,2020/3/1
Gansu,7,2020/3/1
Guangdong,333,2020/3/1
Guangxi,71,2020/3/1
Guizhou,34,2020/3/1
Hainan,19,2020/3/1
Hebei,24,2020/3/1
Heilongjiang,138,2020/3/1
Henan,74,2020/3/1
Hong Kong,60,2020/3/1
Hubei,35371,2020/3/1
Hunan,152,2020/3/1
Inner Mongolia,23,2020/3/1
Jiangsu,95,2020/3/1
Jiangxi,104,2020/3/1
Jilin,15,2020/3/1
Liaoning,19,2020/3/1
Macau,2,2020/3/1
Ningxia,4,2020/3/1
Qinghai,0,2020/3/1
Shaanxi,37,2020/3/1
Shandong,315,2020/3/1
Shanghai,47,2020/3/1
Shanxi,17,2020/3/1
Sichuan,173,2020/3/1
Tianjin,25,2020/3/1
Tibet,0,2020/3/1
Xinjiang,12,2020/3/1
Yunnan,11,2020/3/1
Zhejiang,159,2020/3/1
Taiwan,31,2020/3/1
AnHui,73,2020/3/2
BeiJing,132,2020/3/2
Chongqing,107,2020/3/2
Fujian,41,2020/3/2
Gansu,6,2020/3/2
Guangdong,291,2020/3/2
Guangxi,60,2020/3/2
Guizhou,32,2020/3/2
Hainan,17,2020/3/2
Hebei,22,2020/3/2
Heilongjiang,124,2020/3/2
Henan,67,2020/3/2
Hong Kong,64,2020/3/2
Hubei,33169,2020/3/2
Hunan,131,2020/3/2
Inner Mongolia,21,2020/3/2
Jiangsu,88,2020/3/2
Jiangxi,85,2020/3/2
Jilin,10,2020/3/2
Liaoning,19,2020/3/2
Macau,2,2020/3/2
Ningxia,5,2020/3/2
Qinghai,0,2020/3/2
Shaanxi,29,2020/3/2
Shandong,298,2020/3/2
Shanghai,45,2020/3/2
Shanxi,14,2020/3/2
Sichuan,152,2020/3/2
Tianjin,25,2020/3/2
Tibet,0,2020/3/2
Xinjiang,10,2020/3/2
Yunnan,6,2020/3/2
Zhejiang,137,2020/3/2
Taiwan,29,2020/3/2
AnHui,54,2020/3/3
BeiJing,126,2020/3/3
Chongqing,86,2020/3/3
Fujian,36,2020/3/3
Gansu,5,2020/3/3
Guangdong,249,2020/3/3
Guangxi,50,2020/3/3
Guizhou,32,2020/3/3
Hainan,13,2020/3/3
Hebei,18,2020/3/3
Heilongjiang,114,2020/3/3
Henan,41,2020/3/3
Hong Kong,63,2020/3/3
Hubei,31009,2020/3/3
Hunan,112,2020/3/3
Inner Mongolia,16,2020/3/3
Jiangsu,69,2020/3/3
Jiangxi,65,2020/3/3
Jilin,10,2020/3/3
Liaoning,19,2020/3/3
Macau,1,2020/3/3
Ningxia,5,2020/3/3
Qinghai,0,2020/3/3
Shaanxi,29,2020/3/3
Shandong,247,2020/3/3
Shanghai,44,2020/3/3
Shanxi,9,2020/3/3
Sichuan,144,2020/3/3
Tianjin,12,2020/3/3
Tibet,0,2020/3/3
Xinjiang,8,2020/3/3
Yunnan,5,2020/3/3
Zhejiang,120,2020/3/3
Taiwan,30,2020/3/3
AnHui,34,2020/3/4
BeiJing,121,2020/3/4
Chongqing,74,2020/3/4
Fujian,26,2020/3/4
Gansu,4,2020/3/4
Guangdong,217,2020/3/4
Guangxi,42,2020/3/4
Guizhou,32,2020/3/4
Hainan,10,2020/3/4
Hebei,17,2020/3/4
Heilongjiang,107,2020/3/4
Henan,38,2020/3/4
Hong Kong,68,2020/3/4
Hubei,28775,2020/3/4
Hunan,102,2020/3/4
Inner Mongolia,12,2020/3/4
Jiangsu,54,2020/3/4
Jiangxi,51,2020/3/4
Jilin,7,2020/3/4
Liaoning,19,2020/3/4
Macau,1,2020/3/4
Ningxia,6,2020/3/4
Qinghai,0,2020/3/4
Shaanxi,22,2020/3/4
Shandong,242,2020/3/4
Shanghai,40,2020/3/4
Shanxi,9,2020/3/4
Sichuan,132,2020/3/4
Tianjin,12,2020/3/4
Tibet,0,2020/3/4
Xinjiang,7,2020/3/4
Yunnan,5,2020/3/4
Zhejiang,99,2020/3/4
Taiwan,30,2020/3/4
AnHui,20,2020/3/5
BeiJing,121,2020/3/5
Chongqing,64,2020/3/5
Fujian,19,2020/3/5
Gansu,15,2020/3/5
Guangdong,170,2020/3/5
Guangxi,38,2020/3/5
Guizhou,32,2020/3/5
Hainan,10,2020/3/5
Hebei,14,2020/3/5
Heilongjiang,102,2020/3/5
Henan,33,2020/3/5
Hong Kong,62,2020/3/5
Hubei,26874,2020/3/5
Hunan,80,2020/3/5
Inner Mongolia,10,2020/3/5
Jiangsu,48,2020/3/5
Jiangxi,34,2020/3/5
Jilin,5,2020/3/5
Liaoning,19,2020/3/5
Macau,1,2020/3/5
Ningxia,6,2020/3/5
Qinghai,0,2020/3/5
Shaanxi,21,2020/3/5
Shandong,180,2020/3/5
Shanghai,36,2020/3/5
Shanxi,7,2020/3/5
Sichuan,114,2020/3/5
Tianjin,8,2020/3/5
Tibet,0,2020/3/5
Xinjiang,6,2020/3/5
Yunnan,5,2020/3/5
Zhejiang,91,2020/3/5
Taiwan,32,2020/3/5
AnHui,11,2020/3/6
BeiJing,123,2020/3/6
Chongqing,63,2020/3/6
Fujian,12,2020/3/6
Gansu,32,2020/3/6
Guangdong,136,2020/3/6
Guangxi,35,2020/3/6
Guizhou,32,2020/3/6
Hainan,10,2020/3/6
Hebei,13,2020/3/6
Heilongjiang,85,2020/3/6
Henan,28,2020/3/6
Hong Kong,61,2020/3/6
Hubei,25559,2020/3/6
Hunan,63,2020/3/6
Inner Mongolia,10,2020/3/6
Jiangsu,37,2020/3/6
Jiangxi,26,2020/3/6
Jilin,3,2020/3/6
Liaoning,19,2020/3/6
Macau,0,2020/3/6
Ningxia,4,2020/3/6
Qinghai,0,2020/3/6
Shaanxi,19,2020/3/6
Shandong,140,2020/3/6
Shanghai,36,2020/3/6
Shanxi,7,2020/3/6
Sichuan,97,2020/3/6
Tianjin,8,2020/3/6
Tibet,0,2020/3/6
Xinjiang,5,2020/3/6
Yunnan,4,2020/3/6
Zhejiang,68,2020/3/6
Taiwan,33,2020/3/6
AnHui,11,2020/3/7
BeiJing,123,2020/3/7
Chongqing,50,2020/3/7
Fujian,1,2020/3/7
Gansu,33,2020/3/7
Guangdong,115,2020/3/7
Guangxi,34,2020/3/7
Guizhou,31,2020/3/7
Hainan,10,2020/3/7
Hebei,11,2020/3/7
Heilongjiang,78,2020/3/7
Henan,28,2020/3/7
Hong Kong,57,2020/3/7
Hubei,24166,2020/3/7
Hunan,58,2020/3/7
Inner Mongolia,8,2020/3/7
Jiangsu,25,2020/3/7
Jiangxi,19,2020/3/7
Jilin,3,2020/3/7
Liaoning,18,2020/3/7
Macau,0,2020/3/7
Ningxia,4,2020/3/7
Qinghai,0,2020/3/7
Shaanxi,19,2020/3/7
Shandong,131,2020/3/7
Shanghai,29,2020/3/7
Shanxi,7,2020/3/7
Sichuan,85,2020/3/7
Tianjin,8,2020/3/7
Tibet,0,2020/3/7
Xinjiang,4,2020/3/7
Yunnan,4,2020/3/7
Zhejiang,61,2020/3/7
Taiwan,33,2020/3/7
AnHui,6,2020/3/8
BeiJing,120,2020/3/8
Chongqing,49,2020/3/8
Fujian,1,2020/3/8
Gansu,37,2020/3/8
Guangdong,96,2020/3/8
Guangxi,29,2020/3/8
Guizhou,29,2020/3/8
Hainan,9,2020/3/8
Hebei,11,2020/3/8
Heilongjiang,69,2020/3/8
Henan,25,2020/3/8
Hong Kong,56,2020/3/8
Hubei,22472,2020/3/8
Hunan,50,2020/3/8
Inner Mongolia,5,2020/3/8
Jiangsu,19,2020/3/8
Jiangxi,16,2020/3/8
Jilin,3,2020/3/8
Liaoning,16,2020/3/8
Macau,0,2020/3/8
Ningxia,4,2020/3/8
Qinghai,0,2020/3/8
Shaanxi,18,2020/3/8
Shandong,116,2020/3/8
Shanghai,28,2020/3/8
Shanxi,7,2020/3/8
Sichuan,75,2020/3/8
Tianjin,8,2020/3/8
Tibet,0,2020/3/8
Xinjiang,3,2020/3/8
Yunnan,4,2020/3/8
Zhejiang,54,2020/3/8
Taiwan,32,2020/3/8
AnHui,6,2020/3/9
BeiJing,113,2020/3/9
Chongqing,34,2020/3/9
Fujian,1,2020/3/9
Gansu,36,2020/3/9
Guangdong,92,2020/3/9
Guangxi,22,2020/3/9
Guizhou,23,2020/3/9
Hainan,9,2020/3/9
Hebei,11,2020/3/9
Heilongjiang,51,2020/3/9
Henan,25,2020/3/9
Hong Kong,56,2020/3/9
Hubei,21255,2020/3/9
Hunan,39,2020/3/9
Inner Mongolia,5,2020/3/9
Jiangsu,10,2020/3/9
Jiangxi,12,2020/3/9
Jilin,2,2020/3/9
Liaoning,16,2020/3/9
Macau,0,2020/3/9
Ningxia,4,2020/3/9
Qinghai,0,2020/3/9
Shaanxi,18,2020/3/9
Shandong,58,2020/3/9
Shanghai,27,2020/3/9
Shanxi,6,2020/3/9
Sichuan,73,2020/3/9
Tianjin,6,2020/3/9
Tibet,0,2020/3/9
Xinjiang,3,2020/3/9
Yunnan,4,2020/3/9
Zhejiang,39,2020/3/9
Taiwan,30,2020/3/9
AnHui,6,2020/3/10
BeiJing,109,2020/3/10
Chongqing,29,2020/3/10
Fujian,1,2020/3/10
Gansu,37,2020/3/10
Guangdong,79,2020/3/10
Guangxi,18,2020/3/10
Guizhou,17,2020/3/10
Hainan,9,2020/3/10
Hebei,11,2020/3/10
Heilongjiang,47,2020/3/10
Henan,25,2020/3/10
Hong Kong,55,2020/3/10
Hubei,20017,2020/3/10
Hunan,28,2020/3/10
Inner Mongolia,5,2020/3/10
Jiangsu,4,2020/3/10
Jiangxi,8,2020/3/10
Jilin,2,2020/3/10
Liaoning,14,2020/3/10
Macau,0,2020/3/10
Ningxia,4,2020/3/10
Qinghai,0,2020/3/10
Shaanxi,18,2020/3/10
Shandong,39,2020/3/10
Shanghai,25,2020/3/10
Shanxi,2,2020/3/10
Sichuan,61,2020/3/10
Tianjin,5,2020/3/10
Tibet,0,2020/3/10
Xinjiang,3,2020/3/10
Yunnan,4,2020/3/10
Zhejiang,24,2020/3/10
Taiwan,30,2020/3/10
AnHui,6,2020/3/11
BeiJing,109,2020/3/11
Chongqing,22,2020/3/11
Fujian,1,2020/3/11
Gansu,39,2020/3/11
Guangdong,74,2020/3/11
Guangxi,14,2020/3/11
Guizhou,13,2020/3/11
Hainan,9,2020/3/11
Hebei,11,2020/3/11
Heilongjiang,46,2020/3/11
Henan,24,2020/3/11
Hong Kong,61,2020/3/11
Hubei,18639,2020/3/11
Hunan,23,2020/3/11
Inner Mongolia,4,2020/3/11
Jiangsu,4,2020/3/11
Jiangxi,3,2020/3/11
Jilin,2,2020/3/11
Liaoning,14,2020/3/11
Macau,0,2020/3/11
Ningxia,3,2020/3/11
Qinghai,0,2020/3/11
Shaanxi,13,2020/3/11
Shandong,34,2020/3/11
Shanghai,24,2020/3/11
Shanxi,2,2020/3/11
Sichuan,51,2020/3/11
Tianjin,5,2020/3/11
Tibet,0,2020/3/11
Xinjiang,3,2020/3/11
Yunnan,4,2020/3/11
Zhejiang,20,2020/3/11
Taiwan,31,2020/3/11
AnHui,6,2020/3/12
BeiJing,101,2020/3/12
Chongqing,12,2020/3/12
Fujian,1,2020/3/12
Gansu,39,2020/3/12
Guangdong,67,2020/3/12
Guangxi,11,2020/3/12
Guizhou,9,2020/3/12
Hainan,8,2020/3/12
Hebei,10,2020/3/12
Heilongjiang,41,2020/3/12
Henan,24,2020/3/12
Hong Kong,62,2020/3/12
Hubei,17463,2020/3/12
Hunan,19,2020/3/12
Inner Mongolia,4,2020/3/12
Jiangsu,2,2020/3/12
Jiangxi,1,2020/3/12
Jilin,2,2020/3/12
Liaoning,13,2020/3/12
Macau,0,2020/3/12
Ningxia,3,2020/3/12
Qinghai,0,2020/3/12
Shaanxi,13,2020/3/12
Shandong,26,2020/3/12
Shanghai,23,2020/3/12
Shanxi,1,2020/3/12
Sichuan,41,2020/3/12
Tianjin,4,2020/3/12
Tibet,0,2020/3/12
Xinjiang,3,2020/3/12
Yunnan,4,2020/3/12
Zhejiang,18,2020/3/12
Taiwan,29,2020/3/12
AnHui,6,2020/3/13
BeiJing,94,2020/3/13
Chongqing,10,2020/3/13
Fujian,1,2020/3/13
Gansu,39,2020/3/13
Guangdong,60,2020/3/13
Guangxi,9,2020/3/13
Guizhou,6,2020/3/13
Hainan,8,2020/3/13
Hebei,8,2020/3/13
Heilongjiang,36,2020/3/13
Henan,24,2020/3/13
Hong Kong,57,2020/3/13
Hubei,16233,2020/3/13
Hunan,13,2020/3/13
Inner Mongolia,4,2020/3/13
Jiangsu,1,2020/3/13
Jiangxi,1,2020/3/13
Jilin,2,2020/3/13
Liaoning,13,2020/3/13
Macau,0,2020/3/13
Ningxia,3,2020/3/13
Qinghai,0,2020/3/13
Shaanxi,13,2020/3/13
Shandong,21,2020/3/13
Shanghai,22,2020/3/13
Shanxi,0,2020/3/13
Sichuan,36,2020/3/13
Tianjin,4,2020/3/13
Tibet,0,2020/3/13
Xinjiang,3,2020/3/13
Yunnan,4,2020/3/13
Zhejiang,18,2020/3/13
Taiwan,30,2020/3/13
AnHui,6,2020/3/14
BeiJing,88,2020/3/14
Chongqing,7,2020/3/14
Fujian,1,2020/3/14
Gansu,40,2020/3/14
Guangdong,57,2020/3/14
Guangxi,9,2020/3/14
Guizhou,3,2020/3/14
Hainan,8,2020/3/14
Hebei,8,2020/3/14
Heilongjiang,35,2020/3/14
Henan,23,2020/3/14
Hong Kong,62,2020/3/14
Hubei,14830,2020/3/14
Hunan,4,2020/3/14
Inner Mongolia,4,2020/3/14
Jiangsu,1,2020/3/14
Jiangxi,1,2020/3/14
Jilin,2,2020/3/14
Liaoning,12,2020/3/14
Macau,0,2020/3/14
Ningxia,2,2020/3/14
Qinghai,0,2020/3/14
Shaanxi,13,2020/3/14
Shandong,19,2020/3/14
Shanghai,29,2020/3/14
Shanxi,0,2020/3/14
Sichuan,28,2020/3/14
Tianjin,4,2020/3/14
Tibet,0,2020/3/14
Xinjiang,3,2020/3/14
Yunnan,2,2020/3/14
Zhejiang,16,2020/3/14
Taiwan,33,2020/3/14
AnHui,6,2020/3/15
BeiJing,89,2020/3/15
Chongqing,6,2020/3/15
Fujian,1,2020/3/15
Gansu,42,2020/3/15
Guangdong,56,2020/3/15
Guangxi,9,2020/3/15
Guizhou,3,2020/3/15
Hainan,8,2020/3/15
Hebei,8,2020/3/15
Heilongjiang,29,2020/3/15
Henan,23,2020/3/15
Hong Kong,64,2020/3/15
Hubei,13506,2020/3/15
Hunan,4,2020/3/15
Inner Mongolia,4,2020/3/15
Jiangsu,0,2020/3/15
Jiangxi,1,2020/3/15
Jilin,2,2020/3/15
Liaoning,11,2020/3/15
Macau,0,2020/3/15
Ningxia,2,2020/3/15
Qinghai,0,2020/3/15
Shaanxi,13,2020/3/15
Shandong,19,2020/3/15
Shanghai,29,2020/3/15
Shanxi,0,2020/3/15
Sichuan,23,2020/3/15
Tianjin,3,2020/3/15
Tibet,0,2020/3/15
Xinjiang,3,2020/3/15
Yunnan,2,2020/3/15
Zhejiang,20,2020/3/15
Taiwan,39,2020/3/15
AnHui,6,2020/3/16
BeiJing,92,2020/3/16
Chongqing,6,2020/3/16
Fujian,1,2020/3/16
Gansu,42,2020/3/16
Guangdong,55,2020/3/16
Guangxi,4,2020/3/16
Guizhou,2,2020/3/16
Hainan,7,2020/3/16
Hebei,8,2020/3/16
Heilongjiang,27,2020/3/16
Henan,23,2020/3/16
Hong Kong,71,2020/3/16
Hubei,12656,2020/3/16
Hunan,4,2020/3/16
Inner Mongolia,2,2020/3/16
Jiangsu,0,2020/3/16
Jiangxi,1,2020/3/16
Jilin,1,2020/3/16
Liaoning,10,2020/3/16
Macau,1,2020/3/16
Ningxia,0,2020/3/16
Qinghai,0,2020/3/16
Shaanxi,12,2020/3/16
Shandong,14,2020/3/16
Shanghai,30,2020/3/16
Shanxi,0,2020/3/16
Sichuan,23,2020/3/16
Tianjin,3,2020/3/16
Tibet,0,2020/3/16
Xinjiang,3,2020/3/16
Yunnan,4,2020/3/16
Zhejiang,15,2020/3/16
Taiwan,47,2020/3/16
AnHui,6,2020/3/17
