name,value,date
BeiJing,87,2020/3/17
Chongqing,6,2020/3/17
Fujian,1,2020/3/17
Gansu,42,2020/3/17
Guangdong,57,2020/3/17
Guangxi,5,2020/3/17
Guizhou,3,2020/3/17
Hainan,7,2020/3/17
Hebei,8,2020/3/17
Heilongjiang,26,2020/3/17
Henan,23,2020/3/17
Hong Kong,74,2020/3/17
Hubei,11796,2020/3/17
Hunan,4,2020/3/17
Inner Mongolia,2,2020/3/17
Jiangsu,0,2020/3/17
Jiangxi,1,2020/3/17
Jilin,1,2020/3/17
Liaoning,5,2020/3/17
Macau,2,2020/3/17
Ningxia,0,2020/3/17
Qinghai,0,2020/3/17
Shaanxi,10,2020/3/17
Shandong,15,2020/3/17
Shanghai,33,2020/3/17
Shanxi,0,2020/3/17
Sichuan,20,2020/3/17
Tianjin,3,2020/3/17
Tibet,0,2020/3/17
Xinjiang,3,2020/3/17
Yunnan,4,2020/3/17
Zhejiang,16,2020/3/17
Taiwan,55,2020/3/17
AnHui,6,2020/3/18
BeiJing,91,2020/3/18
Chongqing,6,2020/3/18
Fujian,1,2020/3/18
Gansu,42,2020/3/18
Guangdong,57,2020/3/18
Guangxi,3,2020/3/18
Guizhou,2,2020/3/18
Hainan,7,2020/3/18
Hebei,8,2020/3/18
Heilongjiang,23,2020/3/18
Henan,23,2020/3/18
Hong Kong,89,2020/3/18
Hubei,10873,2020/3/18
Hunan,4,2020/3/18
Inner Mongolia,2,2020/3/18
Jiangsu,0,2020/3/18
Jiangxi,1,2020/3/18
Jilin,1,2020/3/18
Liaoning,3,2020/3/18
Macau,5,2020/3/18
Ningxia,0,2020/3/18
Qinghai,0,2020/3/18
Shaanxi,9,2020/3/18
Shandong,15,2020/3/18
Shanghai,35,2020/3/18
Shanxi,0,2020/3/18
Sichuan,15,2020/3/18
Tianjin,3,2020/3/18
Tibet,0,2020/3/18
Xinjiang,3,2020/3/18
Yunnan,4,2020/3/18
Zhejiang,16,2020/3/18
Taiwan,78,2020/3/18
AnHui,6,2020/3/19
BeiJing,100,2020/3/19
Chongqing,6,2020/3/19
Fujian,1,2020/3/19
Gansu,43,2020/3/19
Guangdong,60,2020/3/19
Guangxi,3,2020/3/19
Guizhou,2,2020/3/19
Hainan,7,2020/3/19
Hebei,8,2020/3/19
Heilongjiang,23,2020/3/19
Henan,23,2020/3/19
Hong Kong,113,2020/3/19
Hubei,10118,2020/3/19
Hunan,4,2020/3/19
Inner Mongolia,1,2020/3/19
Jiangsu,0,2020/3/19
Jiangxi,1,2020/3/19
Jilin,1,2020/3/19
Liaoning,3,2020/3/19
Macau,7,2020/3/19
Ningxia,0,2020/3/19
Qinghai,0,2020/3/19
Shaanxi,9,2020/3/19
Shandong,14,2020/3/19
Shanghai,37,2020/3/19
Shanxi,0,2020/3/19
Sichuan,4,2020/3/19
Tianjin,4,2020/3/19
Tibet,0,2020/3/19
Xinjiang,3,2020/3/19
Yunnan,4,2020/3/19
Zhejiang,16,2020/3/19
Taiwan,82,2020/3/19
AnHui,6,2020/3/20
BeiJing,101,2020/3/20
Chongqing,6,2020/3/20
Fujian,4,2020/3/20
Gansu,36,2020/3/20
Guangdong,72,2020/3/20
Guangxi,4,2020/3/20
Guizhou,2,2020/3/20
Hainan,7,2020/3/20
Hebei,8,2020/3/20
Heilongjiang,21,2020/3/20
Henan,23,2020/3/20
Hong Kong,158,2020/3/20
Hubei,9418,2020/3/20
Hunan,4,2020/3/20
Inner Mongolia,1,2020/3/20
Jiangsu,0,2020/3/20
Jiangxi,1,2020/3/20
Jilin,1,2020/3/20
Liaoning,4,2020/3/20
Macau,7,2020/3/20
Ningxia,0,2020/3/20
Qinghai,0,2020/3/20
Shaanxi,10,2020/3/20
Shandong,14,2020/3/20
Shanghai,45,2020/3/20
Shanxi,0,2020/3/20
Sichuan,5,2020/3/20
Tianjin,4,2020/3/20
Tibet,0,2020/3/20
Xinjiang,3,2020/3/20
Yunnan,4,2020/3/20
Zhejiang,15,2020/3/20
Taiwan,109,2020/3/20
AnHui,6,2020/3/21
BeiJing,108,2020/3/21
Chongqing,6,2020/3/21
Fujian,8,2020/3/21
Gansu,21,2020/3/21
Guangdong,75,2020/3/21
Guangxi,4,2020/3/21
Guizhou,2,2020/3/21
Hainan,7,2020/3/21
Hebei,8,2020/3/21
Heilongjiang,21,2020/3/21
Henan,23,2020/3/21
Hong Kong,175,2020/3/21
Hubei,8854,2020/3/21
Hunan,4,2020/3/21
Inner Mongolia,1,2020/3/21
Jiangsu,0,2020/3/21
Jiangxi,1,2020/3/21
Jilin,1,2020/3/21
Liaoning,4,2020/3/21
Macau,8,2020/3/21
Ningxia,0,2020/3/21
Qinghai,0,2020/3/21
Shaanxi,9,2020/3/21
Shandong,15,2020/3/21
Shanghai,53,2020/3/21
Shanxi,0,2020/3/21
Sichuan,6,2020/3/21
Tianjin,4,2020/3/21
Tibet,0,2020/3/21
Xinjiang,3,2020/3/21
Yunnan,4,2020/3/21
Zhejiang,17,2020/3/21
Taiwan,125,2020/3/21
AnHui,6,2020/3/22
BeiJing,122,2020/3/22
Chongqing,7,2020/3/22
Fujian,18,2020/3/22
Gansu,22,2020/3/22
Guangdong,84,2020/3/22
Guangxi,4,2020/3/22
Guizhou,2,2020/3/22
Hainan,7,2020/3/22
Hebei,9,2020/3/22
Heilongjiang,18,2020/3/22
Henan,24,2020/3/22
Hong Kong,217,2020/3/22
Hubei,8367,2020/3/22
Hunan,4,2020/3/22
Inner Mongolia,1,2020/3/22
Jiangsu,2,2020/3/22
Jiangxi,2,2020/3/22
Jilin,1,2020/3/22
Liaoning,3,2020/3/22
Macau,14,2020/3/22
Ningxia,0,2020/3/22
Qinghai,0,2020/3/22
Shaanxi,9,2020/3/22
Shandong,17,2020/3/22
Shanghai,76,2020/3/22
Shanxi,0,2020/3/22
Sichuan,7,2020/3/22
Tianjin,4,2020/3/22
Tibet,0,2020/3/22
Xinjiang,3,2020/3/22
Yunnan,4,2020/3/22
Zhejiang,19,2020/3/22
Taiwan,141,2020/3/22
AnHui,6,2020/3/23
BeiJing,137,2020/3/23
Chongqing,8,2020/3/23
Fujian,18,2020/3/23
Gansu,22,2020/3/23
Guangdong,83,2020/3/23
Guangxi,4,2020/3/23
Guizhou,2,2020/3/23
Hainan,7,2020/3/23
Hebei,9,2020/3/23
Heilongjiang,19,2020/3/23
Henan,24,2020/3/23
Hong Kong,256,2020/3/23
Hubei,7921,2020/3/23
Hunan,4,2020/3/23
Inner Mongolia,1,2020/3/23
Jiangsu,2,2020/3/23
Jiangxi,2,2020/3/23
Jilin,1,2020/3/23
Liaoning,3,2020/3/23
Macau,14,2020/3/23
Ningxia,0,2020/3/23
Qinghai,0,2020/3/23
Shaanxi,9,2020/3/23
Shandong,17,2020/3/23
Shanghai,75,2020/3/23
Shanxi,1,2020/3/23
Sichuan,7,2020/3/23
Tianjin,8,2020/3/23
Tibet,0,2020/3/23
Xinjiang,3,2020/3/23
Yunnan,4,2020/3/23
Zhejiang,17,2020/3/23
Taiwan,167,2020/3/23
AnHui,6,2020/3/24
BeiJing,157,2020/3/24
Chongqing,8,2020/3/24
Fujian,23,2020/3/24
Gansu,17,2020/3/24
Guangdong,95,2020/3/24
Guangxi,4,2020/3/24
Guizhou,2,2020/3/24
Hainan,0,2020/3/24
Hebei,9,2020/3/24
Heilongjiang,16,2020/3/24
Henan,24,2020/3/24
Hong Kong,285,2020/3/24
Hubei,7477,2020/3/24
Hunan,4,2020/3/24
Inner Mongolia,1,2020/3/24
Jiangsu,5,2020/3/24
Jiangxi,2,2020/3/24
Jilin,1,2020/3/24
Liaoning,3,2020/3/24
Macau,15,2020/3/24
Ningxia,0,2020/3/24
Qinghai,0,2020/3/24
Shaanxi,9,2020/3/24
Shandong,16,2020/3/24
Shanghai,84,2020/3/24
Shanxi,1,2020/3/24
Sichuan,9,2020/3/24
Tianjin,12,2020/3/24
Tibet,0,2020/3/24
Xinjiang,3,2020/3/24
Yunnan,4,2020/3/24
Zhejiang,19,2020/3/24
Taiwan,186,2020/3/24
AnHui,6,2020/3/25
BeiJing,158,2020/3/25
Chongqing,8,2020/3/25
Fujian,27,2020/3/25
Gansu,17,2020/3/25
Guangdong,97,2020/3/25
Guangxi,4,2020/3/25
Guizhou,2,2020/3/25
Hainan,0,2020/3/25
Hebei,9,2020/3/25
Heilongjiang,16,2020/3/25
Henan,24,2020/3/25
Hong Kong,308,2020/3/25
Hubei,6990,2020/3/25
Hunan,4,2020/3/25
Inner Mongolia,3,2020/3/25
Jiangsu,7,2020/3/25
Jiangxi,2,2020/3/25
Jilin,2,2020/3/25
Liaoning,3,2020/3/25
Macau,20,2020/3/25
Ningxia,0,2020/3/25
Qinghai,0,2020/3/25
Shaanxi,10,2020/3/25
Shandong,17,2020/3/25
Shanghai,103,2020/3/25
Shanxi,1,2020/3/25
Sichuan,11,2020/3/25
Tianjin,12,2020/3/25
Tibet,0,2020/3/25
Xinjiang,3,2020/3/25
Yunnan,4,2020/3/25
Zhejiang,20,2020/3/25
Taiwan,206,2020/3/25
AnHui,6,2020/3/26
BeiJing,160,2020/3/26
Chongqing,8,2020/3/26
Fujian,33,2020/3/26
Gansu,15,2020/3/26
Guangdong,112,2020/3/26
Guangxi,4,2020/3/26
Guizhou,2,2020/3/26
Hainan,0,2020/3/26
Hebei,9,2020/3/26
Heilongjiang,15,2020/3/26
Henan,25,2020/3/26
Hong Kong,343,2020/3/26
Hubei,6600,2020/3/26
Hunan,4,2020/3/26
Inner Mongolia,15,2020/3/26
Jiangsu,9,2020/3/26
Jiangxi,2,2020/3/26
Jilin,3,2020/3/26
Liaoning,4,2020/3/26
Macau,21,2020/3/26
Ningxia,0,2020/3/26
Qinghai,0,2020/3/26
Shaanxi,11,2020/3/26
Shandong,19,2020/3/26
Shanghai,120,2020/3/26
Shanxi,2,2020/3/26
Sichuan,11,2020/3/26
Tianjin,18,2020/3/26
Tibet,0,2020/3/26
Xinjiang,3,2020/3/26
Yunnan,6,2020/3/26
Zhejiang,21,2020/3/26
Taiwan,223,2020/3/26
AnHui,6,2020/3/27
BeiJing,161,2020/3/27
Chongqing,8,2020/3/27
Fujian,36,2020/3/27
Gansu,13,2020/3/27
Guangdong,119,2020/3/27
Guangxi,4,2020/3/27
Guizhou,2,2020/3/27
Hainan,0,2020/3/27
Hebei,9,2020/3/27
Heilongjiang,15,2020/3/27
Henan,25,2020/3/27
Hong Kong,409,2020/3/27
Hubei,6069,2020/3/27
Hunan,4,2020/3/27
Inner Mongolia,18,2020/3/27
Jiangsu,10,2020/3/27
Jiangxi,2,2020/3/27
Jilin,3,2020/3/27
Liaoning,4,2020/3/27
Macau,23,2020/3/27
Ningxia,0,2020/3/27
Qinghai,0,2020/3/27
Shaanxi,11,2020/3/27
Shandong,20,2020/3/27
Shanghai,134,2020/3/27
Shanxi,2,2020/3/27
Sichuan,12,2020/3/27
Tianjin,22,2020/3/27
Tibet,0,2020/3/27
Xinjiang,3,2020/3/27
Yunnan,8,2020/3/27
Zhejiang,25,2020/3/27
Taiwan,238,2020/3/27
AnHui,6,2020/3/28
BeiJing,163,2020/3/28
Chongqing,8,2020/3/28
Fujian,42,2020/3/28
Gansu,11,2020/3/28
Guangdong,126,2020/3/28
Guangxi,4,2020/3/28
Guizhou,2,2020/3/28
Hainan,0,2020/3/28
Hebei,9,2020/3/28
Heilongjiang,15,2020/3/28
Henan,24,2020/3/28
Hong Kong,449,2020/3/28
Hubei,5703,2020/3/28
Hunan,4,2020/3/28
Inner Mongolia,20,2020/3/28
Jiangsu,10,2020/3/28
Jiangxi,2,2020/3/28
Jilin,5,2020/3/28
Liaoning,8,2020/3/28
Macau,27,2020/3/28
Ningxia,0,2020/3/28
Qinghai,0,2020/3/28
Shaanxi,11,2020/3/28
Shandong,20,2020/3/28
Shanghai,151,2020/3/28
Shanxi,2,2020/3/28
Sichuan,12,2020/3/28
Tianjin,28,2020/3/28
Tibet,0,2020/3/28
Xinjiang,3,2020/3/28
Yunnan,8,2020/3/28
Zhejiang,26,2020/3/28
Taiwan,253,2020/3/28
AnHui,6,2020/3/29
BeiJing,165,2020/3/29
Chongqing,9,2020/3/29
Fujian,43,2020/3/29
Gansu,13,2020/3/29
Guangdong,126,2020/3/29
Guangxi,4,2020/3/29
Guizhou,2,2020/3/29
Hainan,0,2020/3/29
Hebei,9,2020/3/29
Heilongjiang,15,2020/3/29
Henan,25,2020/3/29
Hong Kong,529,2020/3/29
Hubei,5231,2020/3/29
Hunan,4,2020/3/29
Inner Mongolia,21,2020/3/29
Jiangsu,13,2020/3/29
Jiangxi,3,2020/3/29
Jilin,6,2020/3/29
Liaoning,10,2020/3/29
Macau,27,2020/3/29
Ningxia,0,2020/3/29
Qinghai,0,2020/3/29
Shaanxi,11,2020/3/29
Shandong,20,2020/3/29
Shanghai,158,2020/3/29
Shanxi,3,2020/3/29
Sichuan,14,2020/3/29
Tianjin,33,2020/3/29
Tibet,0,2020/3/29
Xinjiang,3,2020/3/29
Yunnan,8,2020/3/29
Zhejiang,29,2020/3/29
Taiwan,268,2020/3/29
AnHui,6,2020/3/30
BeiJing,162,2020/3/30
Chongqing,9,2020/3/30
Fujian,45,2020/3/30
Gansu,13,2020/3/30
Guangdong,133,2020/3/30
Guangxi,4,2020/3/30
Guizhou,2,2020/3/30
Hainan,0,2020/3/30
Hebei,11,2020/3/30
Heilongjiang,15,2020/3/30
Henan,25,2020/3/30
Hong Kong,559,2020/3/30
Hubei,4912,2020/3/30
Hunan,4,2020/3/30
Inner Mongolia,23,2020/3/30
Jiangsu,14,2020/3/30
Jiangxi,2,2020/3/30
Jilin,6,2020/3/30
Liaoning,12,2020/3/30
Macau,28,2020/3/30
Ningxia,0,2020/3/30
Qinghai,0,2020/3/30
Shaanxi,11,2020/3/30
Shandong,20,2020/3/30
Shanghai,160,2020/3/30
Shanxi,3,2020/3/30
Sichuan,14,2020/3/30
Tianjin,41,2020/3/30
Tibet,0,2020/3/30
Xinjiang,3,2020/3/30
Yunnan,8,2020/3/30
Zhejiang,30,2020/3/30
Taiwan,267,2020/3/30
AnHui,6,2020/3/31
BeiJing,162,2020/3/31
Chongqing,9,2020/3/31
Fujian,48,2020/3/31
Gansu,13,2020/3/31
Guangdong,138,2020/3/31
Guangxi,4,2020/3/31
Guizhou,2,2020/3/31
Hainan,0,2020/3/31
Hebei,11,2020/3/31
Heilongjiang,15,2020/3/31
Henan,25,2020/3/31
Hong Kong,586,2020/3/31
Hubei,4648,2020/3/31
Hunan,4,2020/3/31
Inner Mongolia,33,2020/3/31
Jiangsu,15,2020/3/31
Jiangxi,2,2020/3/31
Jilin,6,2020/3/31
Liaoning,15,2020/3/31
Macau,31,2020/3/31
Ningxia,0,2020/3/31
Qinghai,0,2020/3/31
Shaanxi,11,2020/3/31
Shandong,21,2020/3/31
Shanghai,168,2020/3/31
Shanxi,3,2020/3/31
Sichuan,14,2020/3/31
Tianjin,39,2020/3/31
Tibet,0,2020/3/31
Xinjiang,3,2020/3/31
Yunnan,10,2020/3/31
Zhejiang,31,2020/3/31
Taiwan,283,2020/3/31
AnHui,6,2020/4/1
BeiJing,162,2020/4/1
Chongqing,9,2020/4/1
Fujian,47,2020/4/1
Gansu,11,2020/4/1
Guangdong,144,2020/4/1
Guangxi,4,2020/4/1
Guizhou,2,2020/4/1
Hainan,0,2020/4/1
Hebei,13,2020/4/1
Heilongjiang,15,2020/4/1
Henan,25,2020/4/1
Hong Kong,618,2020/4/1
Hubei,4476,2020/4/1
Hunan,4,2020/4/1
Inner Mongolia,37,2020/4/1
Jiangsu,15,2020/4/1
Jiangxi,2,2020/4/1
Jilin,6,2020/4/1
Liaoning,16,2020/4/1
Macau,31,2020/4/1
Ningxia,0,2020/4/1
Qinghai,0,2020/4/1
Shaanxi,13,2020/4/1
Shandong,21,2020/4/1
Shanghai,175,2020/4/1
Shanxi,4,2020/4/1
Sichuan,15,2020/4/1
Tianjin,41,2020/4/1
Tibet,0,2020/4/1
Xinjiang,3,2020/4/1
Yunnan,10,2020/4/1
Zhejiang,31,2020/4/1
Taiwan,290,2020/4/1
AnHui,6,2020/4/2
BeiJing,158,2020/4/2
Chongqing,9,2020/4/2
Fujian,46,2020/4/2
Gansu,11,2020/4/2
Guangdong,142,2020/4/2
Guangxi,2,2020/4/2
Guizhou,2,2020/4/2
Hainan,6,2020/4/2
Hebei,15,2020/4/2
Heilongjiang,19,2020/4/2
Henan,25,2020/4/2
Hong Kong,655,2020/4/2
Hubei,4331,2020/4/2
Hunan,5,2020/4/2
Inner Mongolia,43,2020/4/2
Jiangsu,16,2020/4/2
Jiangxi,2,2020/4/2
Jilin,6,2020/4/2
Liaoning,17,2020/4/2
Macau,31,2020/4/2
Ningxia,0,2020/4/2
Qinghai,0,2020/4/2
Shaanxi,13,2020/4/2
Shandong,22,2020/4/2
Shanghai,179,2020/4/2
Shanxi,4,2020/4/2
Sichuan,17,2020/4/2
Tianjin,41,2020/4/2
Tibet,0,2020/4/2
Xinjiang,3,2020/4/2
Yunnan,11,2020/4/2
Zhejiang,30,2020/4/2
Taiwan,294,2020/4/2
AnHui,6,2020/4/3
BeiJing,150,2020/4/3
Chongqing,9,2020/4/3
Fujian,49,2020/4/3
Gansu,11,2020/4/3
Guangdong,146,2020/4/3
Guangxi,2,2020/4/3
Guizhou,2,2020/4/3
Hainan,6,2020/4/3
Hebei,16,2020/4/3
Heilongjiang,20,2020/4/3
Henan,25,2020/4/3
Hong Kong,672,2020/4/3
Hubei,4190,2020/4/3
Hunan,5,2020/4/3
Inner Mongolia,43,2020/4/3
Jiangsu,19,2020/4/3
Jiangxi,2,2020/4/3
Jilin,6,2020/4/3
Liaoning,17,2020/4/3
Macau,33,2020/4/3
Ningxia,0,2020/4/3
Qinghai,0,2020/4/3
Shaanxi,11,2020/4/3
Shandong,24,2020/4/3
Shanghai,178,2020/4/3
Shanxi,4,2020/4/3
Sichuan,18,2020/4/3
Tianjin,40,2020/4/3
Tibet,0,2020/4/3
Xinjiang,3,2020/4/3
Yunnan,12,2020/4/3
Zhejiang,32,2020/4/3
Taiwan,298,2020/4/3
AnHui,6,2020/4/4
BeiJing,147,2020/4/4
Chongqing,9,2020/4/4
Fujian,49,2020/4/4
Gansu,7,2020/4/4
Guangdong,138,2020/4/4
Guangxi,2,2020/4/4
Guizhou,2,2020/4/4
Hainan,6,2020/4/4
Hebei,16,2020/4/4
Heilongjiang,22,2020/4/4
Henan,25,2020/4/4
Hong Kong,689,2020/4/4
Hubei,4041,2020/4/4
Hunan,5,2020/4/4
Inner Mongolia,43,2020/4/4
Jiangsu,19,2020/4/4
Jiangxi,2,2020/4/4
Jilin,6,2020/4/4
Liaoning,16,2020/4/4
Macau,33,2020/4/4
Ningxia,0,2020/4/4
Qinghai,0,2020/4/4
Shaanxi,11,2020/4/4
Shandong,23,2020/4/4
Shanghai,173,2020/4/4
Shanxi,4,2020/4/4
Sichuan,19,2020/4/4
Tianjin,36,2020/4/4
Tibet,0,2020/4/4
Xinjiang,3,2020/4/4
Yunnan,12,2020/4/4
Zhejiang,33,2020/4/4
Taiwan,305,2020/4/4
AnHui,6,2020/4/5
BeiJing,145,2020/4/5
Chongqing,9,2020/4/5
Fujian,47,2020/4/5
Gansu,7,2020/4/5
Guangdong,137,2020/4/5
Guangxi,2,2020/4/5
Guizhou,2,2020/4/5
Hainan,6,2020/4/5
Hebei,17,2020/4/5
Heilongjiang,35,2020/4/5
Henan,25,2020/4/5
Hong Kong,684,2020/4/5
Hubei,3858,2020/4/5
Hunan,5,2020/4/5
Inner Mongolia,43,2020/4/5
Jiangsu,18,2020/4/5
Jiangxi,2,2020/4/5
Jilin,6,2020/4/5
Liaoning,16,2020/4/5
Macau,34,2020/4/5
Ningxia,0,2020/4/5
Qinghai,0,2020/4/5
Shaanxi,11,2020/4/5
Shandong,24,2020/4/5
Shanghai,148,2020/4/5
Shanxi,5,2020/4/5
Sichuan,19,2020/4/5
Tianjin,36,2020/4/5
Tibet,0,2020/4/5
Xinjiang,3,2020/4/5
Yunnan,12,2020/4/5
Zhejiang,33,2020/4/5
Taiwan,313,2020/4/5
AnHui,6,2020/4/6
BeiJing,144,2020/4/6
Chongqing,9,2020/4/6
Fujian,45,2020/4/6
Gansu,7,2020/4/6
Guangdong,137,2020/4/6
Guangxi,2,2020/4/6
Guizhou,2,2020/4/6
Hainan,6,2020/4/6
Hebei,17,2020/4/6
Heilongjiang,55,2020/4/6
Henan,24,2020/4/6
Hong Kong,698,2020/4/6
Hubei,3789,2020/4/6
Hunan,5,2020/4/6
Inner Mongolia,44,2020/4/6
Jiangsu,18,2020/4/6
Jiangxi,2,2020/4/6
Jilin,6,2020/4/6
Liaoning,14,2020/4/6
Macau,34,2020/4/6
Ningxia,0,2020/4/6
Qinghai,0,2020/4/6
Shaanxi,10,2020/4/6
Shandong,25,2020/4/6
Shanghai,147,2020/4/6
Shanxi,5,2020/4/6
Sichuan,19,2020/4/6
Tianjin,36,2020/4/6
Tibet,0,2020/4/6
Xinjiang,3,2020/4/6
Yunnan,12,2020/4/6
Zhejiang,34,2020/4/6
Taiwan,316,2020/4/6
AnHui,6,2020/4/7
BeiJing,139,2020/4/7
Chongqing,9,2020/4/7
Fujian,46,2020/4/7
Gansu,7,2020/4/7
Guangdong,132,2020/4/7
Guangxi,2,2020/4/7
Guizhou,2,2020/4/7
Hainan,6,2020/4/7
Hebei,15,2020/4/7
Heilongjiang,75,2020/4/7
Henan,24,2020/4/7
Hong Kong,719,2020/4/7
Hubei,3730,2020/4/7
Hunan,5,2020/4/7
Inner Mongolia,47,2020/4/7
Jiangsu,18,2020/4/7
Jiangxi,2,2020/4/7
Jilin,6,2020/4/7
Liaoning,14,2020/4/7
Macau,34,2020/4/7
Ningxia,0,2020/4/7
Qinghai,0,2020/4/7
Shaanxi,10,2020/4/7
Shandong,26,2020/4/7
Shanghai,132,2020/4/7
Shanxi,5,2020/4/7
Sichuan,19,2020/4/7
Tianjin,29,2020/4/7
Tibet,0,2020/4/7
Xinjiang,3,2020/4/7
Yunnan,11,2020/4/7
Zhejiang,35,2020/4/7
Taiwan,319,2020/4/7
AnHui,6,2020/4/8
BeiJing,133,2020/4/8
Chongqing,9,2020/4/8
Fujian,43,2020/4/8
Gansu,6,2020/4/8
Guangdong,125,2020/4/8
Guangxi,2,2020/4/8
Guizhou,2,2020/4/8
Hainan,6,2020/4/8
Hebei,15,2020/4/8
Heilongjiang,99,2020/4/8
Henan,24,2020/4/8
Hong Kong,696,2020/4/8
Hubei,3661,2020/4/8
Hunan,5,2020/4/8
Inner Mongolia,50,2020/4/8
Jiangsu,18,2020/4/8
Jiangxi,2,2020/4/8
Jilin,5,2020/4/8
Liaoning,13,2020/4/8
Macau,35,2020/4/8
Ningxia,0,2020/4/8
Qinghai,0,2020/4/8
Shaanxi,10,2020/4/8
Shandong,28,2020/4/8
Shanghai,125,2020/4/8
Shanxi,29,2020/4/8
Sichuan,19,2020/4/8
Tianjin,28,2020/4/8
Tibet,0,2020/4/8
Xinjiang,3,2020/4/8
Yunnan,11,2020/4/8
Zhejiang,34,2020/4/8
Taiwan,318,2020/4/8
AnHui,7,2020/4/9
BeiJing,124,2020/4/9
Chongqing,9,2020/4/9
Fujian,43,2020/4/9
Gansu,4,2020/4/9
Guangdong,116,2020/4/9
Guangxi,2,2020/4/9
Guizhou,2,2020/4/9
Hainan,6,2020/4/9
Hebei,14,2020/4/9
Heilongjiang,139,2020/4/9
Henan,24,2020/4/9
Hong Kong,680,2020/4/9
Hubei,3616,2020/4/9
Hunan,5,2020/4/9
Inner Mongolia,47,2020/4/9
Jiangsu,18,2020/4/9
Jiangxi,2,2020/4/9
Jilin,5,2020/4/9
Liaoning,12,2020/4/9
Macau,35,2020/4/9
Ningxia,0,2020/4/9
Qinghai,0,2020/4/9
Shaanxi,10,2020/4/9
Shandong,27,2020/4/9
Shanghai,130,2020/4/9
Shanxi,32,2020/4/9
Sichuan,19,2020/4/9
Tianjin,30,2020/4/9
Tibet,0,2020/4/9
Xinjiang,3,2020/4/9
Yunnan,11,2020/4/9
Zhejiang,32,2020/4/9
Taiwan,313,2020/4/9
AnHui,7,2020/4/10
BeiJing,119,2020/4/10
Chongqing,9,2020/4/10
Fujian,40,2020/4/10
Gansu,4,2020/4/10
Guangdong,110,2020/4/10
Guangxi,2,2020/4/10
Guizhou,2,2020/4/10
Hainan,6,2020/4/10
Hebei,14,2020/4/10
Heilongjiang,168,2020/4/10
Henan,24,2020/4/10
Hong Kong,680,2020/4/10
Hubei,3567,2020/4/10
Hunan,5,2020/4/10
Inner Mongolia,49,2020/4/10
Jiangsu,17,2020/4/10
Jiangxi,1,2020/4/10
Jilin,3,2020/4/10
Liaoning,12,2020/4/10
Macau,35,2020/4/10
Ningxia,0,2020/4/10
Qinghai,0,2020/4/10
Shaanxi,10,2020/4/10
Shandong,27,2020/4/10
Shanghai,120,2020/4/10
Shanxi,34,2020/4/10
Sichuan,14,2020/4/10
Tianjin,25,2020/4/10
Tibet,0,2020/4/10
Xinjiang,3,2020/4/10
Yunnan,11,2020/4/10
Zhejiang,32,2020/4/10
Taiwan,291,2020/4/10
AnHui,7,2020/4/11
BeiJing,115,2020/4/11
Chongqing,9,2020/4/11
Fujian,34,2020/4/11
Gansu,4,2020/4/11
Guangdong,111,2020/4/11
Guangxi,2,2020/4/11
Guizhou,2,2020/4/11
Hainan,6,2020/4/11
Hebei,14,2020/4/11
Heilongjiang,191,2020/4/11
Henan,24,2020/4/11
Hong Kong,664,2020/4/11
Hubei,3539,2020/4/11
Hunan,5,2020/4/11
Inner Mongolia,76,2020/4/11
Jiangsu,16,2020/4/11
Jiangxi,1,2020/4/11
Jilin,2,2020/4/11
Liaoning,12,2020/4/11
Macau,35,2020/4/11
Ningxia,0,2020/4/11
Qinghai,0,2020/4/11
Shaanxi,8,2020/4/11
Shandong,27,2020/4/11
Shanghai,117,2020/4/11
Shanxi,37,2020/4/11
Sichuan,13,2020/4/11
Tianjin,22,2020/4/11
Tibet,0,2020/4/11
Xinjiang,3,2020/4/11
Yunnan,10,2020/4/11
Zhejiang,31,2020/4/11
Taiwan,286,2020/4/11
AnHui,7,2020/4/12
BeiJing,110,2020/4/12
Chongqing,9,2020/4/12
Fujian,31,2020/4/12
Gansu,4,2020/4/12
Guangdong,109,2020/4/12
Guangxi,2,2020/4/12
Guizhou,2,2020/4/12
Hainan,6,2020/4/12
Hebei,14,2020/4/12
Heilongjiang,214,2020/4/12
Henan,23,2020/4/12
Hong Kong,644,2020/4/12
Hubei,3522,2020/4/12
Hunan,5,2020/4/12
Inner Mongolia,106,2020/4/12
Jiangsu,15,2020/4/12
Jiangxi,1,2020/4/12
Jilin,3,2020/4/12
Liaoning,9,2020/4/12
Macau,32,2020/4/12
Ningxia,0,2020/4/12
Qinghai,0,2020/4/12
Shaanxi,8,2020/4/12
Shandong,27,2020/4/12
Shanghai,161,2020/4/12
Shanxi,37,2020/4/12
Sichuan,13,2020/4/12
Tianjin,22,2020/4/12
Tibet,0,2020/4/12
Xinjiang,3,2020/4/12
Yunnan,10,2020/4/12
Zhejiang,29,2020/4/12
Taiwan,279,2020/4/12
AnHui,7,2020/4/13
BeiJing,105,2020/4/13
Chongqing,9,2020/4/13
Fujian,27,2020/4/13
Gansu,4,2020/4/13
Guangdong,101,2020/4/13
Guangxi,2,2020/4/13
Guizhou,2,2020/4/13
Hainan,6,2020/4/13
Hebei,14,2020/4/13
Heilongjiang,270,2020/4/13
Henan,23,2020/4/13
Hong Kong,649,2020/4/13
Hubei,3465,2020/4/13
Hunan,5,2020/4/13
Inner Mongolia,107,2020/4/13
Jiangsu,15,2020/4/13
Jiangxi,1,2020/4/13
Jilin,4,2020/4/13
